title,title_link,company,"SOFTWAREARTISAN,WHAT?Experienceworkingoncross-functionalteams—Fusioniskindofabigdealhere.OurSoftwareArtisansaresuccessfulbecausetheyhave",result-link-bar,tt_set,turnstileLink,slNoUnderline,location,date,location1
IT Intern,https://www.indeed.com/rc/clk?jk=e8fb30f9f78c6be3&fccid=f43d3fe99f9c8102&vjs=3,AK Steel,"High proficiency in Microsoft Office software. Perform configuration and installation of desktop, laptop computers, peripheral equipment and software....",13 days ago   -  save job - more...,-  save job - more...,AK Steel,292 reviews,"Dearborn, MI 48120",13 days ago,
Software Developer - Common Component Group,https://www.indeed.com/rc/clk?jk=0c28735b17411c79&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,1+ years of software component development and software integration experience. The Central Software and Architecture team is a growing team dedicated to...,30+ days ago   -  save job - more...,-  save job - more...,Ford Motor Company,"5,248 reviews","Dearborn, MI 48126",30+ days ago,
2019 Summer Intern-App Development Steer By Wire,https://www.indeed.com/rc/clk?jk=21a6f221d2f16d25&fccid=5274b5b41a5b8962&vjs=3,Nexteer Automotive Corporation,"Create software designs and associated documentation. Candidate must be pursuing software, electrical, computer science, or computer engineering degree....",Nexteer Automotive - 6 days ago   -  save job - more...,-  save job - more...,,,"Auburn Hills, MI 48326",6 days ago,
IT Programmer,https://www.indeed.com/company/Equipment-Dtstributors-Inc./jobs/IT-Programmer-0780ace08a15d081?fccid=ceb5a1b46adf3577&vjs=3,Equipment Distributors Inc.,"This is a full time position, Monday - Friday from 8:00 AM - 5:00 PM. Pay depends on experience (45K - 65K). Primary Responsibilities * Work with the team to...",3 days ago   -  save job - more...,-  save job - more...,,,"Utica, MI 48315",3 days ago,
Senior Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D1gKYbjhnuLsLCCsuy6Da6jM-qXt-1-sWstwvcDeqOdAD3Q_WTd4yvO7rzfewrRM8sUcPjQZCGffuhReOVTv3ZNIJBpLAAzdSZkYaqWLq9tWAzdyc6H4KirBJ9mFCr3oNJdUinlDcyCyCZuleNn2zGoxNDzKXeJvcEMbdtsGGfwge7ExmTBciVVkLyzEymXrFb1DhmD2rtoolPchIGSxE5FH3RIurKN2RcSmuDpozPSzL3QI8U7Nic3JBmiNmu08GGwvqMQkY6qtVl7dm3lOj_AD5VWTCMuBWwWbxjP3EOnGuLehvcR8Bg2VhvUvahuLTy_6CzJ3-D8RukUg3mK1b6-d-5HAywHm_u11jFUZmSagpg9qwGY82VcmnhN_OXbKn1ZAQAh8DF3BTppBJXSIr443oeerffuiPgLr2ZkTKAOftqijhS105__aKXarEqkNdXCMKOPXwqn9f5K-q6Q4SJsPYDDqu54PvCWRuaF_22PzB0BVCX0VDBHDFcQBe-WmFvWtYTUAqJfukeXx2IFZEd2myYYh-hoasoRFgBNbUPyDqEjqAGUSuS2yXV7Ic9UtgZcpDotBpNGckEUoF9zI1dfcnmIbPpAnw3XiF6m4XIjYDzrlcYvQ5n&vjs=3&p=1&fvj=0,Quicken Loans,"The Senior Software Engineer mentors Associate Software Engineers, leads small development teams and acts as an application owner, in addition to developing,...",Sponsored - save job,save job,Quicken Loans,"1,127 reviews",,,"Detroit, MI"
Science Teacher (Grade 7-8),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Adr4UHqvZLHRY7TtZNXcltOm0fy80gLMlQ6qvup23Ovl2f8DKuMekzmkPrQ3lq2n3tGIE8rLBa1onw2ycArMn0DuO_OzyfUeWMBvsYFpXm_ZstR4F4eSMAMGuRpadRXJthTph6-N4nu1rR9rFXoLmoGXdiRoHjQLGS_gFCOzgiw3JZwJzaN6uf23OXWNIxWOkxE7E1XbHFmwIz1tSU2WWqloMnq_SfNn8Cdvz0EYzLkVHFcNdOA-pzIaDjWMCZQ7S3cFJc0CW0r_TaShy1VogCVP1DQdDGZyLRC2XQw-Lt-IrOik8v5gZnpCQMHaMO3ixko-fay7NRQBygLI-3tTgnUJIaiGOav-IMrAGvzPv0NtJ_lE_kj6qAJx_8H6oV8he3REaMFZjFw_r_8yaymJARwi1EgwkV5wzq6FyaFn8vnWmi9TOB5ir2koqLvqp05JfiC2-wblOzWkR7RpoXZiB-dpY95b29ZnI=&vjs=3&p=2&fvj=0,Dove Academy of Detroit,"Computer literate - familiar with educational software such as PowerSchool, Microsoft Word, Excel. Dove Academy of Detroit....",Sponsored by Choice Schools Associates - save job,save job,Dove Academy of Detroit,3 reviews,,,"Detroit, MI"
Plant Services Admin/HR,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AhQtkVAnRfQeg5TWN7u5IrAbb-_EUcO_srQjTdjVA97E8qq42pMy77S03IkAKJrPHMkgOTISc0MgNN_vkVe-s8Pq9uRwnVN-MhD0NR4OTX8Ejsk6uJ_vgzaL_HaJghkuahBb3Otshv_V9srW0DBdLqq6F16ku7-_0bk69aOOh_420ffU8K0ITVQDcjHkkFrum3MFTmF7meNdHaJ88QseQeipx1J2ykjpjKBZ4HNTlNJKz0kUdjeUILAeAtb6VZbGxyxLMrtvTRzXg23ms_YGEsihJ93cfBIePq2otFii5RWnJdcK6Jj12PtfhhTVAaM6ycRzchrX88Ra0DFZof_I05-qhH69LTr2hJU_1D6c4bmE8nePpPX7GVOjcUiYhXGp82V5T7gx7tAkQveg_6i-o4lDTTxopXay_iwbrho7gRegneWDCtXM4u&vjs=3&p=3&fvj=1,Ground Effects LLC,"Computer skills including working knowledge of Microsoft Office application, Lotus Notes, ADP, and other software as required....",Sponsored - save job,save job,Ground Effects LLC,108 reviews,,,"Wayne, MI 48184"
Software Engineer Consultant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CyNeFrwqrtQGST5Whkqg-440fCBhMyCDYwKINpdzcRUCMgW7Ak-c_RKpR4bKz4YRiUDweN3nPc4cm1c4HOL2t8hk7E6RyJWwPy34UHe5YTG_2SioWVJOcAlOZSZ224a5UwMsZWs1tEoyHIfmAI-4pYi4oao-GDA0Zw7qsjkWDCH5aKI6yIrHkbOjT8iOEX_kAUoIafruKefawRLHTVzanuka_fHn6Oydm4n2nMxM0TF6sPDI19Fo5mn7bKg4D-iLK54wmL4YC90ictOeuDo-YR4lLQZNcerp19hPvsdmiBpHgFVHbDknN20AA9K6e2gelkrqx8gD2MQb3wu2P_Cdte-nOKL6O9E7WjEP-WmLfwCcgA7kUg9MNAvqR8Piyv2Ax0KETI2n1spCdcvklJ1n922-kIBZ8JgBInwprN58xMqPkepn7dXOL8dbT8TantXEE7jrayEbA0gA==&vjs=3&p=4&fvj=1,Epitec,"Strong Java development skills, including Java, Spring boot, JSON, XML, JUNIT and Cucumber. Maintain and improve the performance of existing software....",Sponsored - save job,save job,Epitec,49 reviews,,,"Taylor, MI"
Client Relationship Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DGSBiGua1mGTu0rjUijlrgdzZALhtOlHrHx_f68d8wiEDv-hboOOWZRWQciDjKNwhZF5N5gLXHdL5-CWWV8udmaUUP-p0lrlwN3ImnSo05RRPhUT1Yw-O4FkAG9gQL89zminqd0pHOEYyQqpu9Z8C0ikoMqOeZTrr9XeitUI9wqfRKsXNhPsKt9P7oC2zWJEqZrTDDtBJguuJ_pQj7Zgvy6JJEMQXzWYA4i97G-zrwf2F-w9vlHzrJx55YTtEgPndsrcDhaz2sXmlhWxazXfQDx0pSVVkzf80qpd2Pd4a1y-_9JJLC5711zPy6HmxsR23957yO7MbKuytthnwFtBhSl8j-uw1kcrKDmRwXqxRqSORVJCww9U5es5qeL-CyWr83HTqrTClmvyAVueOckW6tp_IBJH1GL64q8loKFWtgbm2cu_SvU6BRT8Jdctx7N_c=&vjs=3&p=5&fvj=1,CredentialCheck,"Knowledge of computer software including Microsoft Office. Our Client Relationship Team is responsible for 100% client satisfaction utilizing fully compliant,...",Sponsored - save job,save job,,,,,"Troy, MI 48083"
Mobile Fleet Mechanic,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BJpyvCcfI2IesHIE8WcjoYeMIzNtX-kHztsOWXvOkdTKhMOIgAk08hhclRinDXyZvnZL4dMZnnu8innyc1cTkh-Xpy36y8heze5MP2HrRfxoUp6kZVz3Wm7s1Zh_DYmu_QJzzPGDlwEeyvrq9kyM-WUAulPo4J-v9QlAyq8UFhI7eBtahEQJDOCaB24X4G-8wSErx80UeMWW4SwsxW8nXDj7i_bgnXz2HPef6w7YcdV7NnIHEGs43YyBRq0MRkUHcAwoYhlhyO8fEizDECFeXJNbXSqLGiljf-nG9-5WD1MuCGz75KVyv4vloYNENEz_FGPB3xzJB3OLMBHQAppPGRRaIMvDjq3be5X1MYfwvZZyKno3PQihFDQaNBFu5yHL1WOlTrVJbCe4NrKDtXbjdszpATv1m0CLooOzOZ6V21VksW0Va0pnFfKt-d9Mj0hp4=&vjs=3&p=6&fvj=1,Xpress Fleet Service LLC,Document all vehicle repairs in provided automotive software. Minor repairs should be done first if it will allow a vehicle to be placed back in service.)....,Sponsored - save job,save job,,,,,"Novi, MI"
.NET Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWXSTnNuXQ0JxUQEzWgkG93ukKvv3TD1-IIf9C_UktM9nFJg2-OAcY5KqqkMbxUTk7hnoYxSJr9oDNroXhcMhcfd-Ubzso6D1EdiHOUNobj0xuCwVeNWwbVBbag8TOEm5KtwhQhfAJmHIDp-V9jjRuOy351u1LOkDmVRtUHQwYjAAQ_L9mED9kMDRrU7enHMAk8FF_TUiqzow4sbNXPLnV-g6FgErOy2g4h_bb3c_MY6DcxxPp6IAOxKPmm55GTxjeT4s4bV0agGCbyFBTZX7bY7h9qfIFN0lCp2VfPe3R8EpSYkOkPXheaLg_Bsj2NdMDb2D8suVtu8R-2YYDSgnJTGJ6YYb9ZHPWlUlLIrZIHygQcrJopvTTpb3591kwweuQ9rjx8n-DNoMP-e6yHk5ImVJypZfkcm1LFW9SQHSVz2YV95hh5zU8QAh_JSptS80=&vjs=3&p=1&fvj=0,Jobot,We are the 1st in the Industry to integrate a three-pronged approach to provide associations with an intelligent SaaS software platform for analytics while...,Sponsored - save job,save job,Jobot,6 reviews,,,"Detroit, MI 48226 (Downtown area)"
Full Stack Developer,https://www.indeed.com/company/Virtual-Advantage-LLC/jobs/Full-Stack-Developer-c6fb73fe7754386d?fccid=8783fcbad70a4f06&vjs=3,Virtual Advantage LLC,"Architect, program, and debug code using good software practices. In Computer Science or a related field, or an equivalent amount of applied experience in...",14 days ago   -  save job - more...,-  save job - more...,,,"Royal Oak, MI",14 days ago,
Software Process Definition Engineer,https://www.indeed.com/rc/clk?jk=cb344ae1de84858d&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,"This position is responsible for defining processes, methods and tools for Ford Software Processes, providing guidance for global rollout, and ensuring regional...",30+ days ago   -  save job - more...,-  save job - more...,Ford Motor Company,"5,248 reviews","Dearborn, MI 48126",30+ days ago,
General Internship - Summer 2019,https://www.indeed.com/rc/clk?jk=57fffd5313a4a865&fccid=a8095d38137a0be6&vjs=3,OneStream Software,"If you are looking to gain internship experience in an exciting industry, while working hands-on with a progressive software company on the cutting edge of...",4 months ago   -  save job - more...,-  save job - more...,,,"Rochester Hills, MI 48307",4 months ago,
Software Developer,https://www.indeed.com/rc/clk?jk=fc16683ccad63850&fccid=c908408e676247d6&vjs=3,OpenText,"5+ years of software development and support operations experience. As the Information Company, our mission at OpenText is to create software solutions and...",6 days ago   -  save job - more...,-  save job - more...,OpenText,291 reviews,"Southfield, MI",6 days ago,
Software Engineer,https://www.indeed.com/rc/clk?jk=9a4b9508e5e91753&fccid=86b39e8431ac7b5f&vjs=3,Optimal,"10+ years of Software Capability Maturity Model experience Experience in embedded software development, software requirements development, software integration...",5 days ago   -  save job - more...,-  save job - more...,Optimal,13 reviews,"Dearborn, MI",5 days ago,
Software Engineer,https://www.indeed.com/rc/clk?jk=7c5d36760b26455e&fccid=13af619e5ec70e7c&vjs=3,Maxpro,Duties: Understand the Business requirements based on Functional specification to design the ETL solution in technical specifications. Analyze the...,27 days ago   -  save job - more...,-  save job - more...,,,"Farmington Hills, MI",27 days ago,
Java Programmer,https://www.indeed.com/rc/clk?jk=463ef2da6aa58071&fccid=d85b345767d27905&vjs=3,Human Minds,Java (Strong Core Java with extensive Collections in Java 8) programming. Java Frameworks (Prime Faces or any related framework)....,4 months ago   -  save job - more...,-  save job - more...,,,"Detroit, MI",4 months ago,
Recruiting Department Intern,https://www.indeed.com/company/Hantz-Group/jobs/Recruiting-Department-Intern-449a0df7fc601783?fccid=0172cb4173187aa8&vjs=3,Hantz Group,"Track applicants using internal applicant software. You can expect our fast paced, ever changing environment to challenge you every day....",11 days ago   -  save job - more...,-  save job - more...,Hantz Group,25 reviews,"Southfield, MI 48034",11 days ago,
"Software Engineer - FordLabs (Dearborn, MI)",https://www.indeed.com/rc/clk?jk=f805077122241496&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,Exceptional software engineering knowledge; Ford IT is growing an organization focused on delivering software leveraging eXtreme Programming and cloud...,30+ days ago   -  save job - more...,-  save job - more...,Ford Motor Company,"5,248 reviews","Dearborn, MI 48126",30+ days ago,
"UiPath Developers, Immediate Interview and hire",https://www.indeed.com/company/Peer-Solutions-Group/jobs/Uipath-Developer-edd22ba0683ed23b?fccid=ab57d7ab7d04b100&vjs=3,Peer Solutions Group,"Solid foundation in Computer Science, with strong competencies in data structures, algorithms and software design....",Indeed - 12 days ago   -  save job - more...,-  save job - more...,,,"Farmington Hills, MI",12 days ago,
CNC Programmer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cuna-7MlYOhK9OWIV5SasA02bq60zUTsnEWqsOJz_yT22W0p42WmycM-Qao_jIcxqku78EThWzWEVYmtvGk9jjxkQmsclDFPvjDCHR5HFBzPA2pwdXLKU29I3JwBJmBx--skezJm17-w_xwXthNJ8XsL36NpuZHLDoAurUKtNHfDuHHEx0vKdLM2PGZt4bOhEm5w3dmUPIWcDXd4TJEQK3WDFDJXpp4GnjTfeDgYATCci2LK7idiw0lkD-JmUWhRilRZF6oWqFzt5N0RTMvA_drL-FMUjymt72mL16cc0oxYaHlKjG5BYhPBRxxEGYdv3clN0fsSTaBSQsfNAeWAM_liP2p5eYCFjsOftPgqCKmbgLt2a3JL2FVWqUo4aFzsSm4TSW3o_BnuHSeVo-UaIjLrSZtRDjJgrM2qczJ8QGBvQOZEquguLt&vjs=3&p=2&fvj=1,Baker Engineering,CNC programming software Creo:. CNC programming software knowledge (Creo desired). Utilize CNC programming software to write programs for multiple axis...,Sponsored - save job,save job,,,,,"Detroit, MI"
Customer Care Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AcqXNIosc91JKcgGpipdr_i_vipcNeV4kG7SbB8XwclmPY9_q-_oIZvP6lkEojvkpK5qKkC3fMKGDUy3mFt-Ih42MjyLcFp_b1ma7FRV0TaKFX4zdAuBilPRtf_PpT2qg5AqPXYxT4ghCdzZET_iul1QUhISlCsCHqSXa0pKE-FFonvG0idkDF5PtC0txNczI7MoNOJkyf3JwnGGnBO11yTaIkwe3uPeRf9NVzc_kdaKRwTqvjc1MCIjqq-2T7YhGcurvgkEwab4iwWQzB5S7Xhr3yo34gksAztBEGkwiqIY3VgMYc1MI7JlYLxD-gi_SkTVI8YaDGu_J4YecOvkx9iGqRnL5sHnCQ4aJN3wZuS1Z_6kp_RNsXs4RSXUrzIHpMIwkHbaaXKGS_jOVd5xXa&vjs=3&p=3&fvj=0,imageOne,Oversee software applications and troubleshoot with customers as needed. Work with IT customer contacts to install printer monitoring software....,Sponsored - save job,save job,,,,,"Oak Park, MI"
Virtual Co-Simulation Platform Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DjgBOfsv8N3WbTMVkgb021A41njQDMSDnuRWzf_QSA9ndgCWvMwGmyD7lkFiSgixuSVv9NkGdq6b7OSv7LWWfjHk9ja2Y81jBwGygcWbvDqiL1Xfr1AA8Oul3W3QJUmrfCA2gFIFty2z5RkffUXO3Gr1Fae59VsKILU2kzJFZna4fKQzWKfKbx67vzRjYP9HII95b0YNsR6oozWtb-78BO0EBUNp4lxRcKZHdivJ0F7sqM2cy6LcVpIinelUuzikM9OstT7mzKKnmAd5RDL3zmEHCX6qKOKDe-aalCO4Z1rgDwgPsGhC9U0rM9P_PBRCfXSa0ZEnhuH2i3t8IaVNxtYuw1mLWdp3yQJMFp24BWufPzCg8I-ryb9p1gIN5-f6HLCJNBeIerMAT36NMY6bwQ2nm18hvVy_montQZy5wCjmPuJJVBoo5hfum6MDXJOYRK7D64zx2SVUCYBcTurK_a11z4bIM__kQEbnwQgD_81Nyow3Cn2-BIJ7ia4HI6tcE=&vjs=3&p=4&fvj=0,ESG Automotive Inc.,Evaluate virtual simulation tools for software integration testing. 3+ years of experience in embedded software development using both C and Matlab....,Sponsored - save job,save job,ESG Automotive Inc.,6 reviews,,,"Dearborn, MI"
CNC Programmer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BwfuCs5_PgmnxxLDs2-JX5T3s343rTJA6IglxPMYv9MfUsriePyDeHm8IVgApWHgEqRK_invENr8c0Aci-e62UOtLRUCda78LSBXIsrqqnATx_P9aU_RqvCHDgQv0qw6tubENfchpC5YYCRBobF04CgvpXXmap8fj3O4qVEAbNP7KEEeP29LDRfGJEQm6_j9DyMOjL_mKFP6c1DtEjWKnfP3q-tRusLowTFpwzaPrtbsnCUrymWER-MKOCj5BY_aOlju_4GryVGEYg46lDBEbY-rXPHmQBB2TIgqnYvDXRgAgBhC0y-LSvJa-yo3PjwfSIDBdijVaymeiTkR_EIpKVjJkSkBGZGBf5YLzgcjHrcUXjj_LYMKM61aQwM2_saZsMhJoss8LLlVedkAttafUkzwjoLQL_SSW4FTj-wZ4B8gCTa-TIRdKK&vjs=3&p=5&fvj=1,PCMI Manufacturing,"Paid time off. PCMI Mfg in Shelby Twp, MI has immediate openings for a highly experienced and skilled CNC Milling Programmer & Machinist with a minimum 4 years...",Sponsored - save job,save job,,,,,"Shelby Charter Township, MI 48315"
Accounting Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D6m06J6ZpBLteWZQeDaNTtKhfua_pACRGkr4aOflIMLoW56wsn2Ps9qbKfFhUMzp1UvwcAPcH2119-_OeXpyiA-509Sjy24RtKA22tWIzouF1kwK8mii9aYK0ko2Xrv-bwas6nPfEWhkBpgumIVLdRobJYL_6kOQ2zV1ODTe5QZGeOgMGG6-t93hFhEemN28aqkBkn4MKMVjh4OEZl3lSuTeqppYZq5AEFPay8WV4g7wTCLfRO59RiS3B2ZIpuSKQcir_kGK3Osv9qBlZATVa4BxeIZEA7jANRoeVCSRc9_lczKhm6GDXaG6WGpl09HrTSnCuTp1gawZO0eOfUr-MOzn3m_v-nE5jX5pOtjqgwEKr5NV_V0FyuttWRJ3mbofha8P7D-ns7lhtaDDIpl1ef-vafRghExN8JwIZ6QyyC9RGZijtkCgYD&vjs=3&p=6&fvj=1,New Image Building Services,"Prior Payroll and accounting experience of 3 years or more required, during which cloud based software was used. Paid time off....",Sponsored - 3 days ago   -  save job,-  save job,,,,3 days ago,"Troy, MI 48083"
AUTOSAR Software Engineer,https://www.indeed.com/rc/clk?jk=09dd97530d72eaff&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,The Central Software and Architecture team is a growing team dedicated to enhancing existing software related products and creating new and exciting software...,30+ days ago   -  save job - more...,-  save job - more...,Ford Motor Company,"5,248 reviews","Dearborn, MI 48126",30+ days ago,
Software Developer,https://www.indeed.com/rc/clk?jk=6c3280e5fb33ef0c&fccid=583c8221fd03afce&vjs=3,"greenpath, inc.",You will build and maintain software platforms for GreenPath. The opportunity to build new software from beginning to end....,5 days ago   -  save job - more...,-  save job - more...,,,"Farmington Hills, MI",5 days ago,
Software Developer/Analyst,https://www.indeed.com/rc/clk?jk=b0d17674ea1d05c0&fccid=9ace5aa4e4fa6ce2&vjs=3,iknowvate technologies,"Job Category Software Development. Iknowvate Technologies has multiple openings in Southfield, MI and other unanticipated US locations for Software Developer...",30+ days ago   -  save job - more...,-  save job - more...,,,"Southfield, MI",30+ days ago,
Software Developer,https://www.indeed.com/rc/clk?jk=c630d7232d60831f&fccid=cfa591dc1ca0b20a&vjs=3,Binson's Medical Equipment & Supplies,"MIS - Software Developer. Experience in Progress, Perl, Python and Java a plus. This entry level application development position offers an opportunity to work...",6 months ago   -  save job - more...,-  save job - more...,,,"Center Line, MI",6 months ago,
Software Quality Assurance,https://www.indeed.com/rc/clk?jk=46e12e798fcff6dd&fccid=accd2ce890e244c4&vjs=3,Galaxy Software Solutions,"Galaxy Software Solutions, Inc., Attn:. Design, development, customization, testing and implementation of various software applications....",5 months ago   -  save job - more...,-  save job - more...,,,"Canton, MI 48187",5 months ago,
Education Expert -Somerset Collection (Full-Time),https://www.indeed.com/rc/clk?jk=f1693eccf2226367&fccid=734cb5a01ee60f80&vjs=3,Microsoft,People that are excited about Microsoft and its mission to empower every person and every organization on the planet to achieve more....,30+ days ago   -  save job - more...,-  save job - more...,Microsoft,"5,639 reviews","Troy, MI",30+ days ago,
Communications Data Analyst,https://www.indeed.com/rc/clk?cmp=W%26P-Management%2FWeingartz&ti=Communication+Data+Analyst&jk=7e86992db808f613&fccid=fead455d471a1edb&vjs=3,W&P Management/Weingartz,"MS Office Suite, Strong Excel, Google Analytics, Google Adwords, Google 360, HTML, Java, Adobe Creative Suite - preferred....",10 hours ago   -  save job - more...,-  save job - more...,,,"Farmington Hills, MI",10 hours ago,
Software Test Summer Intern,https://www.indeed.com/rc/clk?jk=4d7c5ba69d4a56ee&fccid=4faf342d2307e9ed&vjs=3,HARMAN International,Perform software verification. Design and implement software test libraries. Come see what you can achieve as a leader with HARMAN!...,30+ days ago   -  save job - more...,-  save job - more...,HARMAN International,570 reviews,"Novi, MI",30+ days ago,
Associate Software Engineer I,https://www.indeed.com/rc/clk?jk=e2ea5474cdf24058&fccid=c4ba6202af4dda9d&vjs=3,IHS Markit,Qualified candidates are those with a background in software development who are able to take a business requirement or business problem and develop a solution...,5 months ago   -  save job - more...,-  save job - more...,IHS Markit,273 reviews,"Southfield, MI",5 months ago,
IT Reporting Analyst,https://www.indeed.com/company/Real-Estate-One/jobs/IT-Reporting-Analyst-94a0fc78d0683752?fccid=b08897652ea048a2&vjs=3,Real Estate One,"Extensive computer software skills with programs such as SQL, SQL Reporting Services, Crystal Reports, Access, and Microsoft Excel are required....",3 days ago   -  save job - more...,-  save job - more...,Real Estate One,79 reviews,"Southfield, MI",3 days ago,
Solution Architect,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D1gKYbjhnuLsLCCsuy6Da6jM-qXt-1-sWstwvcDeqOdAD3Q_WTd4yvO7rzfewrRM-W4ngxlrRkZ9gUsOoVQBwmQIxhkl2kvuUNycMJs1oyaiuElusvOAZjS8EQEQeXguu3-wVEk0VA5cSRleJM4QqNR_In6KRQMwBZ-ZZ13nDwY_VykLc4looyuEpaCvA5ns8yFiFDVOzVHuqu4dIk_5Uo4xPY5UInaeiQV3GTJHVDHcEgpdf3ELgxEFUuuYpMqSoYR0HSnFns3hHzdJbb2zLb0e--bU1EjSEUWKXotK_ozF9rXuPYQ2c0631rCAMP7wRT6SDSgqpGvEOfMYjRu6BnIgNXEb63CRGwgLuuq_N5Mar8UXNVrktex1DN-MMU_xMlvmkdqPd7Z1Y-a0qCO1Zyqq7hlnZEHwQulThIR2CYzX8z54FbdTTw4CZA4xi35OVLHJymb8DXr0PZA9kRIDOnaxJu9HOgStpM1t2OoDHLz4Vk0xaN6fcn8dt0awAvju94VjNfpw0fJKzEPELTmUehvMrLGLiJW6ejxgeGra7YsrTSMlWx7h0EmeVok8xNcFhXePOsobjBmm02c9etjcUdTixEODUksn94FVgXxkP7CA9QIYIoq73L&vjs=3&p=1&fvj=0,Quicken Loans,"Design fault-tolerant, scalable and decoupled software solutions. Build standards and best practices for cross-cutting software development concerns....",Sponsored - save job,save job,Quicken Loans,"1,127 reviews",,,"Detroit, MI"
Freight Accountant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BcekAYIqfNQWXmbe3bse-tRIf1Ri2XxektTU5mpHI03HL9FDPYRTazlRsKwvmQRYcXQjKqE6yK0b8-OMZc4OQ0QUwJDDhFm6deZMMiNxVuaGeh5iM4qrBiiUH4woOkIacgEIqOc9gGSX7zmYXqSueANBbajMRcfFSibZgzO7J2bEopgFw5ev8jTO6PYqkSWewilTlBcyDXLsyDNW8ly_mxlAzcuaDr429QGweULMnpi2cGz6vzLKi15DA1Ihy-n2utzULVcNGzxhSVXCbeC-mkdCgI2QzirMMryXdQHkbemaWMpWncnUdoUBYsPwLdwrIltDDDIxBsw1sRyCy-Ky4lu84zZ1OWz3_KjVFuXT5yTgCbt5pEsebalK-qFEFU5SDUO30HOShAj00Sd58gZKSOAlGVVEzNcF4JxsWyaC0jPWRDWgcDahRj36gmTnDToJc=&vjs=3&p=2&fvj=1,Freight Shipping Agency,Working knowledge of Quickbooks or experience with other accounting software. Ability to build rapport with clients and vendors....,Sponsored - save job,save job,,,,,"Dearborn, MI 48126"
Property Manger,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2SV9krhQyHTpmCyTqvlFPMoVRCfx_nvo2NzizC5IY7IpkfZKY0AbFnTXT5dgfaGCBUpOd_vdt0J8_m8kVSuPr658W4F2bme7RQdBLLzdoyNzL2G4WfrWEj-B2PkduaxD8WMkgeFCKMah4z-f5zZJGu9CWrCYqpQH8yFG9-usuYbSjXqna5sPziq_lt1qN9kd2TLzNRwgOXZgoBl51b5UawWuGOE1NstGW2A8_mXtYTKg1jtxJB536ndbpQuTwzQn-VK0a6wusHgldDvFWwMjh06gO25VDHondPcwbDEcpVDtgbfKFEwlNpa3oRZNuo_pKdNlC4spqMaPjXVI953PSLag_auJEbfQ8dZiRc118eXkxUfjDtl7Po-ciMvVIcTsDrX3qaWXkW1zIV6DBS_sfdiSTeOZR7EczmTczHPFMMOjyGKfxgUBW&vjs=3&p=3&fvj=1,ID GROUP LLC,Ability to learn new database software on an ongoing basis as systems change. MANAGING RESIDENTIAL RENTAL PROPERTIES....,Sponsored - save job,save job,,,,,"Detroit, MI"
Field Technician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ac8pZxPxLfWBpVJDEHYrvw_1MZaxs60TnyAQ-MUQvNVpkR6X0hRNSLno0SksZ4E2P9OMQR7SA874Rj7Q9Tvf0nY-EN9owNpSKXED6GmOSXMa2iOmHWVWmO71he45xQY0Lq3Ner8n-lFTezT1LQAHGqBp_iHiCnDYV_4qPoHPsSBeqYPiHalZf-M84jiM-ket1CkrKNqoVp2iA3HDuoC1ROqYRK1LIvJPJJKUm1gP1vsEuAoAIp5BwKXLkpsAS7CQIeZ5GSkYpqaHIGma3JHRa7dI5CToLleCS3_TuoLK3fD8mKk18-Q2sVQpJVxSzhuDLJSHIy85dPTGBGE1lefkJ_B3YQlXouMe1zX9qL2tWA8lDvBQyyLzfmcoUbVVoNepJUJxoMPLlSb42Boj39DvOYO0Qx-jShblmwT8N3TRva7Q==&vjs=3&p=4&fvj=1,"Monitoring, Control & Compliance Inc.","Basic computer skills including use of Windows and Windows Office software; After submitting resume, candidate will receive a mechanical aptitude assessment...",Sponsored - save job,save job,,,,,"Canton, MI"
